1.000E+01	2.488E-15
9.900E+00	2.735E-15
9.800E+00	2.987E-15
9.700E+00	3.238E-15
9.600E+00	3.467E-15
9.500E+00	3.678E-15
9.400E+00	4.082E-15
9.300E+00	5.203E-15
9.200E+00	6.759E-15
9.100E+00	8.400E-15
9.000E+00	1.009E-14
8.900E+00	1.183E-14
8.800E+00	1.384E-14
8.700E+00	1.615E-14
8.600E+00	1.839E-14
8.500E+00	2.113E-14
8.400E+00	2.417E-14
8.300E+00	2.724E-14
8.200E+00	3.063E-14
8.100E+00	3.424E-14
8.000E+00	3.794E-14
7.900E+00	4.195E-14
7.800E+00	4.606E-14
7.700E+00	5.016E-14
7.600E+00	5.447E-14
7.500E+00	5.909E-14
7.400E+00	6.523E-14
7.300E+00	7.183E-14
7.200E+00	7.885E-14
7.100E+00	8.627E-14
7.000E+00	9.333E-14
6.900E+00	1.023E-13
6.800E+00	1.114E-13
6.700E+00	1.208E-13
6.600E+00	1.306E-13
6.500E+00	1.417E-13
6.400E+00	1.544E-13
6.300E+00	1.691E-13
6.200E+00	1.831E-13
6.100E+00	1.970E-13
6.000E+00	2.105E-13
5.900E+00	2.231E-13
5.800E+00	2.366E-13
5.700E+00	2.599E-13
5.600E+00	2.869E-13
5.500E+00	3.139E-13
5.400E+00	3.419E-13
5.300E+00	3.775E-13
5.200E+00	4.182E-13
5.100E+00	4.576E-13
5.000E+00	5.000E-13
4.900E+00	5.494E-13
4.800E+00	6.075E-13
4.700E+00	6.704E-13
4.600E+00	7.395E-13
4.500E+00	8.162E-13
4.400E+00	9.039E-13
4.300E+00	9.880E-13
4.200E+00	1.082E-12
4.100E+00	1.180E-12
4.000E+00	1.280E-12
3.900E+00	1.395E-12
3.800E+00	1.515E-12
3.700E+00	1.643E-12
3.600E+00	1.781E-12
3.500E+00	1.920E-12
3.400E+00	2.052E-12
3.300E+00	2.198E-12
3.200E+00	2.348E-12
3.100E+00	2.491E-12
3.000E+00	2.657E-12
2.900E+00	2.856E-12
2.800E+00	3.063E-12
2.700E+00	3.253E-12
2.600E+00	3.444E-12
2.500E+00	3.637E-12
2.400E+00	3.877E-12
2.300E+00	4.095E-12
2.200E+00	4.322E-12
2.100E+00	4.565E-12
2.000E+00	4.795E-12
1.900E+00	4.975E-12
1.800E+00	5.128E-12
1.700E+00	5.272E-12
1.600E+00	5.400E-12
1.500E+00	5.505E-12
1.400E+00	5.573E-12
1.300E+00	5.603E-12
1.200E+00	5.608E-12
1.100E+00	5.628E-12
1.000E+00	5.685E-12
9.000E-01	5.725E-12
8.000E-01	5.753E-12
7.000E-01	5.734E-12
6.000E-01	5.581E-12
5.000E-01	5.298E-12
4.000E-01	4.776E-12
3.000E-01	3.972E-12
2.000E-01	3.017E-12
1.000E-01	1.647E-12
